0,0,0,0,0.07270525,-0.01423233,114.8007
0,0,0,0,0.07270526,-0.01422685,114.8007
0,0,0,0,0.07270572,-0.01376693,114.8
0,0,0,0,0.07270589,-0.01360267,114.7997
0,0,0,0,0.07270595,-0.01354244,114.7996
0,0,0,0,0.07270601,-0.01347947,114.7995
0,0,0,0,0.07270607,-0.01341377,114.7994
0,0,0,0,0.07270621,-0.01327415,114.7992
0,0,0,0,0.07270628,-0.01320023,114.7991
0,0,0,0,0.07270643,-0.01304418,114.7988
0,0,0,0,0.07270658,-0.01287718,114.7986
0,0,0,0,0.07270684,-0.01260614,114.7982
0,0,0,0,0.07270701,-0.01241176,114.7979
0,0,0,0,0.0727071,-0.01231046,114.7978
0,0,0,0,0.07270738,-0.01199013,114.7973
0,0,0,0,0.07270759,-0.01176289,114.797
0,0,0,0,0.07270768,-0.01164517,114.7969
0,0,0,0,0.072708,-0.01127555,114.7964
0,0,0,0,0.0727082,-0.01101545,114.796
0,0,0,0,0.07270852,-0.01060475,114.7955
0,0,0,0,0.07270864,-0.01046238,114.7954
0,0,0,0,0.07270874,-0.01031726,114.7952
0,0,0,0,0.07270919,-0.009709423,114.7945
0,0,0,0,0.07270941,-0.009389069,114.7941
0,0,0,0,0.07270963,-0.00905776,114.7938
0,0,0,0,0.07270975,-0.008887997,114.7936
0,0,0,0,0.07270996,-0.008540255,114.7933
-1.482619E-09,-1.797646E-07,-7.079143E-13,0,0.07271022,-0.008114459,114.7929
8.693982E-09,8.604735E-08,-1.083698E-12,0,0.07271026,-0.008044329,114.7928
2.221716E-08,3.917845E-07,-3.189083E-13,0,0.07271031,-0.007958513,114.7927
2.912732E-08,4.778557E-07,-8.168909E-14,0,0.07271034,-0.007912395,114.7927
3.30535E-08,5.210032E-07,-7.888313E-14,0,0.07271035,-0.007888888,114.7926
3.658813E-08,5.889821E-07,-5.07733E-14,0,0.07271036,-0.007879425,114.7926
3.920717E-08,6.38765E-07,-7.668763E-14,0,0.07271036,-0.007877705,114.7926
4.149956E-08,6.967646E-07,-1.190793E-13,0,0.07271036,-0.007881104,114.7926
4.303162E-08,7.146137E-07,-6.176223E-14,0,0.07271035,-0.007885741,114.7926
4.351919E-08,7.26915E-07,-1.144494E-13,0,0.07271035,-0.007887056,114.7926
4.413074E-08,7.392869E-07,-1.257722E-13,0,0.07271035,-0.007888195,114.7926
4.611777E-08,7.75423E-07,-1.111382E-13,0,0.07271035,-0.00789058,114.7926
4.859866E-08,8.038818E-07,-6.082916E-14,0,0.07271035,-0.007891733,114.7926
4.935539E-08,8.092183E-07,-6.633455E-14,0,0.07271035,-0.007891933,114.7926
4.998468E-08,8.199404E-07,-1.002246E-13,0,0.07271035,-0.007892066,114.7926
5.104967E-08,8.476564E-07,-1.337102E-14,0,0.07271035,-0.00789222,114.7926
5.240251E-08,8.623268E-07,-8.0556E-14,0,0.07271035,-0.007892215,114.7926
5.373602E-08,8.735418E-07,-5.579101E-14,0,0.07271035,-0.007892175,114.7926
5.501385E-08,8.876785E-07,-5.643269E-14,0,0.07271035,-0.007892127,114.7926
5.780227E-08,9.201851E-07,-5.308626E-14,0,0.07271035,-0.007892053,114.7926
5.926335E-08,9.02487E-07,1.296107E-13,0,0.07271035,-0.00789203,114.7926
6.066117E-08,8.68031E-07,1.266978E-13,0,0.07271035,-0.007892014,114.7926
6.08576E-08,8.52572E-07,1.103096E-13,0,0.07271035,-0.007892012,114.7926
-2.951009E-08,-4.566384E-06,5.098429E-12,0,0.07271035,-0.007892009,114.7926
-2.310844E-08,-1.062321E-06,-1.621423E-11,0,0.07271035,-0.007892007,114.7926
-1.059813E-07,-5.340927E-07,1.151914E-11,0,0.07271035,-0.007892013,114.7926
-1.054309E-07,-9.652383E-08,2.762911E-12,0,0.07271035,-0.007892014,114.7926
-1.043342E-07,-1.799784E-08,8.279927E-14,0,0.07271035,-0.007892018,114.7926
-1.032391E-07,-1.613066E-08,2.792215E-15,0,0.07271035,-0.007892022,114.7926
-1.026923E-07,-1.602699E-08,-3.981684E-16,0,0.07271035,-0.007892024,114.7926
-1.08551E-08,-2.204352E-07,-8.190161E-13,0,0.07271035,-0.007892029,114.7926
-1.620349E-08,-5.797067E-08,6.250736E-13,0,0.07271035,-0.00789203,114.7926
7.42841E-08,-2.384128E-07,-6.656388E-13,0,0.07271035,-0.00789203,114.7926
2.370525E-07,3.592868E-07,1.172311E-12,0,0.07271035,-0.007892018,114.7926
1.480364E-07,1.687969E-07,3.831016E-13,0,0.07271035,-0.007892012,114.7926
7.21643E-08,1.445576E-08,-1.547737E-13,0,0.07271035,-0.007892008,114.7926
0.03841597,7.53776E-07,-1.414824E-06,0,0.07271039,-0.007896321,114.7926
0.1024515,-8.953369E-06,-2.083703E-06,0,0.07271053,-0.007903678,114.7924
0.2312482,4.196619E-05,-1.99296E-06,0,0.07271132,-0.007921769,114.7915
